"ano.inicio","edad","estado.civil","raza","nivel.educacion","tipo.trabajo","salud","seguro.medico","log.salario","salario"
2003,30,"casado","blanca","Bachillerato","Industrial","buena","no",414612803567824,631888610037461
2005,56,"divorciado","negra","Algun Curso Universidad","Servicios","muy buena","si",432221929473392,753556793180091
2008,43,"casado","asiatica","Master Universitario","Servicios","muy buena","si",517609704961017,176990675361059
2004,43,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",465321251377534,104921506533664
2005,67,"casado","negra","Algun Curso Universidad","Servicios","buena","si",481291335664286,123089699847943
2005,50,"casado","blanca","Bachillerato","Servicios","muy buena","si",47160033436348,111720849360989
2005,49,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",47160033436348,111720849360989
2004,50,"casado","blanca","Bachillerato","Industrial","buena","si",447712125471966,879810327856054
2004,59,"casado","negra","Graduado Universitario","Servicios","muy buena","si",49712758487381,144210761166057
2007,51,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",476342799356294,117146816914805
2005,39,"casado","blanca","Bachillerato","Industrial","muy buena","si",436172783601759,783924668009837
2009,54,"casado","negra","Algun Curso Universidad","Industrial","buena","si",460205999132796,996894636984864
2004,55,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",481291335664286,123089699847943
2005,45,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",484509804001426,127115743812184
2003,54,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",493449845124357,13900340805947
2008,23,"soltero","blanca","Bachillerato","Industrial","muy buena","si",484509804001426,127115743812184
2003,74,"viudo","negra","Graduado Universitario","Servicios","buena","no",425527250510331,704760196469445
2005,52,"casado","blanca","Bachillerato","Industrial","muy buena","no",469897000433602,109833985642199
2005,25,"soltero","blanca","Bachillerato","Industrial","muy buena","no",426007138798508,708150386167557
2008,45,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","no",425527250510331,704760196469445
2004,37,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",517609125905568,176989650489877
2005,55,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",473239375982297,113567089569751
2004,25,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","si",441497334797082,826796372966372
2008,66,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",5,148413159102577
2007,47,"soltero","negra","Graduado Universitario","Servicios","muy buena","si",508278537031645,161222495456794
2005,36,"casado","negra","Graduado Universitario","Industrial","muy buena","si",484509804001426,127115743812184
2004,63,"casado","blanca","Bachillerato","Servicios","buena","si",490308998699194,134705375118879
2003,44,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",507918124604763,160642475408263
2009,37,"casado","blanca","Master Universitario","Servicios","muy buena","si",559061783348625,267901086855275
2006,32,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",465321251377534,104921506533664
2004,43,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",490308998699194,134705375118879
2009,37,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",481291335664286,123089699847943
2009,26,"soltero","blanca","Bachillerato","Industrial","muy buena","no",420411998265593,669616443217359
2004,39,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",451851393987789,916992261117042
2008,45,"casado","blanca","Master Universitario","Servicios","muy buena","si",507918124604763,160642475408263
2009,40,"soltero","negra","Graduado Universitario","Industrial","muy buena","si",491907809237607,136876367635184
2006,51,"casado","blanca","Master Universitario","Servicios","muy buena","si",503342375548695,153457515308961
2009,52,"casado","negra","Bachillerato","Industrial","muy buena","no",411394335230684,611875264339915
2007,43,"casado","blanca","Bachillerato","Industrial","muy buena","si",417609125905568,651108537153447
2005,52,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",474036268949424,114475713290347
2005,50,"soltero","blanca","Master Universitario","Servicios","muy buena","si",520411998265593,182020620963512
2005,54,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",474036268949424,114475713290347
2004,28,"casado","blanca","Bachillerato","Industrial","muy buena","si",457978359661681,974932940453934
2003,28,"casado","blanca","Bachillerato","Industrial","muy buena","si",491907809237607,136876367635184
2005,26,"soltero","asiatica","Graduado Universitario","Servicios","buena","no",457978359661681,974932940453934
2009,45,"divorciado","blanca","Bachillerato","Industrial","muy buena","si",439794000867204,812832532842527
2003,34,"divorciado","blanca","Bachillerato","Servicios","muy buena","no",430102999566398,737757432746946
2006,73,"casado","negra","Bachillerato","Servicios","buena","si",477815125038364,118884359339886
2009,31,"soltero","blanca","Bachillerato","Industrial","buena","si",473239375982297,113567089569751
2005,29,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",450514997831991,904819133566401
2008,40,"casado","blanca","Master Universitario","Servicios","muy buena","si",507918124604763,160642475408263
2003,38,"casado","blanca","Master Universitario","Servicios","muy buena","si",519033169817029,179528092196451
2004,42,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",499563519459755,147766776237856
2007,50,"casado","blanca","Bachillerato","Servicios","muy buena","si",447712125471966,879810327856054
2008,51,"casado","blanca","Bachillerato","Industrial","muy buena","si",407809415040641,590328548279404
2009,40,"separado","blanca","Bachillerato","Servicios","muy buena","si",467577834167408,107316063157849
2008,25,"soltero","blanca","Graduado Universitario","Servicios","muy buena","no",390308998699194,495553381215226
2009,47,"divorciado","blanca","Graduado Universitario","Industrial","muy buena","si",49731278535997,14447808766541
2009,27,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",439794000867204,812832532842527
2003,53,"divorciado","blanca","Graduado Universitario","Industrial","buena","no",440226138245468,816352686511494
2004,67,"casado","negra","No tiene bachillerato","Servicios","muy buena","si",447712125471966,879810327856054
2008,40,"casado","asiatica","Graduado Universitario","Servicios","buena","si",48750612633917,130982177377461
2003,44,"casado","negra","Graduado Universitario","Industrial","muy buena","si",447712125471966,879810327856054
2004,33,"soltero","blanca","No tiene bachillerato","Industrial","muy buena","no",439794000867204,812832532842527
2004,29,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",449136169383427,892428846644714
2003,32,"soltero","blanca","Master Universitario","Servicios","muy buena","si",473719264270474,114113394510116
2009,27,"soltero","blanca","Bachillerato","Servicios","muy buena","si",465321251377534,104921506533664
2003,40,"casado","blanca","Bachillerato","Servicios","muy buena","si",472427586960079,1126488963421
2008,36,"divorciado","blanca","Bachillerato","Servicios","muy buena","no",404139268515823,569055391446732
2003,48,"soltero","negra","Bachillerato","Servicios","muy buena","si",447712125471966,879810327856054
2004,56,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",477815125038364,118884359339886
2004,24,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",484509804001426,127115743812184
2006,53,"casado","asiatica","Master Universitario","Industrial","muy buena","si",490308998699194,134705375118879
2008,34,"casado","blanca","Bachillerato","Industrial","muy buena","no",468124123737559,107903923866876
2007,61,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","no",564100585131578,281745970551857
2004,38,"casado","blanca","Bachillerato","Industrial","muy buena","no",38750612633917,48185650217039
2007,55,"viudo","blanca","Graduado Universitario","Industrial","buena","si",484509804001426,127115743812184
2005,70,"casado","blanca","Graduado Universitario","Servicios","buena","no",391907809237607,503540016352083
2003,24,"soltero","blanca","Bachillerato","Industrial","buena","si",439794000867204,812832532842527
2006,22,"separado","blanca","No tiene bachillerato","Industrial","muy buena","no",431806333496276,750431540173515
2007,38,"divorciado","negra","Graduado Universitario","Servicios","muy buena","si",465321251377534,104921506533664
2004,29,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",438021124171161,798549003093467
2006,30,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",48750612633917,130982177377461
2007,38,"casado","blanca","Master Universitario","Servicios","muy buena","si",514612803567824,171765132627508
2007,49,"separado","blanca","Algun Curso Universidad","Servicios","muy buena","si",457978359661681,974932940453934
2009,71,"casado","blanca","Bachillerato","Industrial","muy buena","si",45910646070265,985993438603892
2005,32,"casado","blanca","Bachillerato","Industrial","muy buena","no",443136376415899,840459576539924
2003,40,"casado","asiatica","Master Universitario","Servicios","muy buena","si",570132270778851,299262976763971
2004,32,"casado","blanca","Bachillerato","Servicios","muy buena","si",426007138798508,708150386167557
2006,33,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",441497334797082,826796372966372
2003,40,"casado","blanca","Bachillerato","Industrial","muy buena","si",430102999566398,737757432746946
2005,25,"soltero","negra","Bachillerato","Servicios","muy buena","si",435024801833416,774976813877358
2003,36,"separado","negra","Algun Curso Universidad","Servicios","buena","no",451851393987789,916992261117042
2003,46,"casado","blanca","Bachillerato","Industrial","buena","no",495424250943933,14177517233318
2009,59,"casado","blanca","Master Universitario","Servicios","muy buena","no",454032947479087,937216739620469
2003,49,"soltero","blanca","Master Universitario","Industrial","buena","no",496378782734556,143134940811134
2005,41,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",451851393987789,916992261117042
2007,42,"casado","asiatica","Master Universitario","Servicios","muy buena","si",48750612633917,130982177377461
2009,59,"casado","negra","Algun Curso Universidad","Servicios","muy buena","no",447712125471966,879810327856054
2004,27,"soltero","blanca","No tiene bachillerato","Industrial","buena","no",433713966272456,764884433977401
2006,30,"casado","blanca","Bachillerato","Industrial","muy buena","no",427230584440209,716867436659172
2005,54,"casado","negra","Bachillerato","Servicios","muy buena","si",447712125471966,879810327856054
2005,31,"soltero","blanca","Master Universitario","Servicios","muy buena","si",438916608436453,805731997057359
2007,34,"casado","blanca","Master Universitario","Servicios","muy buena","si",509691001300806,163515863976238
2007,47,"casado","blanca","Bachillerato","Industrial","muy buena","si",468124123737559,107903923866876
2003,40,"casado","blanca","Master Universitario","Servicios","muy buena","si",489209460269048,133232350826567
2007,29,"soltero","blanca","Bachillerato","Industrial","muy buena","no",430102999566398,737757432746946
2003,58,"casado","blanca","No tiene bachillerato","Industrial","buena","si",447712125471966,879810327856054
